"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","REG_SHO","Rule_3210","Country of Domicile","Company Name"
"ACMG","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","ACE CONSULTING MGMT INC","N","N","USA","ACE Consulting Management, Inc."
"ACMHY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","ASCOM HOLDING AG S/ADR","N","N","Switzerland","Ascom Holding AG"
"ACMM","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","ACCOM INC","N","N","","Accom, Inc."
"ACMT","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","","ACMAT CORP","N","N","USA","ACMAT Corp."
"ACMTA","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","A","ACMAT CORP A","N","N","USA","ACMAT Corp."
"ACMUY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","ACOM CO LTD S/ADR","N","N","Japan","Acom Co. Ltd."
"ACNDF","OTC Link","12/11/2013","OTC Pink Current","N","Fund","","ASCENDAS INDIA TRUST UNIT","N","N","Singapore","Ascendas India Trust"
"ACNDY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","ASCENDAS INDIA UNSP/ADR","N","N","Singapore","Ascendas India Trust"
"ACNE","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ALICE CONSOL MINES INC","N","N","USA","Alice Consolidated Mines, Inc."
"ACNFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","AMSTERDAM COMMODITIES NV","N","N","The Netherlands","Amsterdam Commodities N.V."
"ACNI","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","AMER CMNTY NEWSPAPRS INC","N","N","USA","American Community Newspapers, Inc."
"ACNOF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","AEROCRINE AB ORD","N","N","Sweden","Aerocrine AB"
"ACNOY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","AEROCRINE AB ADR","N","N","Sweden","Aerocrine AB"
"ACOPF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","A2 CORPORATION LTD","N","N","","A2 Corporation Ltd."
"ACOSF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ARCHOS ACT.NOM","N","N","","Archos ACT.Nom"
"ACPGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ATACAMA PACIFIC GOLD CORP","N","N","Canada","Atacama Pacific Gold Corp."
"ACPOQ","Grey Market","12/11/2013","Grey Market","Y","Preferred Stock","","ANTHRACITE CAP INC D PFD","N","N","USA","Anthracite Capital, Inc."
"ACPPQ","Grey Market","12/11/2013","Grey Market","Y","Preferred Stock","","ANTHRACITE CAP INC C PFD","N","N","USA","Anthracite Capital, Inc."
"ACRB","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","ASIA CARBON INDUSTRIES","N","N","China","Asia Carbon Industries, Inc."
"ACRFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ACCOR SA","N","N","France","Accor SA Ltd."
"ACRFY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","ACCOR SA UNSP/ADR","N","N","France","Accor SA Ltd."
"ACRI","OTC Link","12/11/2013","OTCQB","N","Common Stock","","ACRO INC","N","N","Israel","ACRO, Inc."
"ACRT","OTC Link","12/11/2013","OTCQB","N","Common Stock","","ADVANCED CREDIT TECHS INC","N","N","USA","Advanced Credit Technologies Inc"
"ACRVF","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","AGELLAN COML RE INVT TR","N","N","","Agellan Commercial Real Estate Investment Trust"
"ACSAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ACS ACTIVIDADES DE CONSTR","N","N","Spain","ACS Actividades De Construccion Y Servicios SA"
"ACSAY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","ACS ACTIVIDADS CNS UN/ADR","N","N","Spain","ACS Actividades De Construccion Y Servicios SA"
"ACSBL","Grey Market","12/11/2013","Grey Market","N","Global Depository Receipts","","ACCESS BK NIGERIA S/GDR","N","N","","Access Bk Nigeria Plc"
"ACSEF","OTC Link","12/11/2013","OTC Pink No Information","N","Ordinary Shares","","ACS MOTION CONTROL LTD","N","N","Israel","ACS Motion Control, Ltd."
"ACSOF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ARCS CO LTD ORD","N","N","","Arcs Co., Ltd."
"ACSTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","AEROCAST INC ORD","N","N","USA","Aerocast Inc"
"ACSYF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ACCSYS TECHS PLC ORD","N","N","","Accsys Technologies Plc."
"ACTAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ACTA SPA ORD","N","N","","Acta Spa"
"ACTC","OTC Link","12/11/2013","OTCQB","N","Common Stock","","ADVANCED CELL TECH INC","N","N","USA","Advanced Cell Technology, Inc."
"ACTFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ASIAN CITRUS HLDGS ORD","N","N","","Asian Citrus Holdings Ltd."
"ACTL","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","ARTEC CONSULTING CORP","N","N","Germany","Artec Consulting Corp."
"ACTLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ACCENTUATE LTD SHS","N","N","","Accentuate Ltd."
"ACTPF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ASCENT RESOURCES PLC ORD","N","N","","Ascent Resources plc"
"ACTRF","Grey Market","12/11/2013","Grey Market","N","Fund","","ASCOTT RESIDENCE TR UTS","N","N","","Ascott Residence Trust"
"ACUC","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","AMERICAN URANIUM CORP NEW","N","N","USA","American Uranium Corp."
"ACUG","OTC Link","12/11/2013","OTCQB","N","Common Stock","","A & C UNITED AGRICULTURE","N","N","USA","A & C United Agriculture Developing Inc"
"ACUS","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ACUSPHERE INC NEW","N","N","USA","Acusphere, Inc."
"ACWRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ACCELEWARE LTD","N","N","Canada","Acceleware Ltd."
"ACXIF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","ACCIONA SA","N","N","Spain","Acciona S.A."
"ACXIY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","ACCIONA SA UNSP/ADR","N","N","Spain","Acciona S.A."
"ACYD","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","AMERICAN COMMUNITY DEV","N","N","USA","American Community Development Group, Inc."
"ADAC","OTC Link","12/11/2013","OTCQB","N","Common Stock","","ADAMA TECHS CORP","N","N","USA","Adama Technologies Corp."
"ADAPL","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","ADELPHIA RECVRY SER OLYMP","N","N","USA","Adelphia Recovery Trust"
"ADARY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","AUTOSTRADA TORIN UNSP/ADR","N","N","","Autostrada Torino-Milano SPA"
"ADBCF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADELAIDE BRIGHTON LTD","N","N","Australia","Adelaide Brighton Ltd."
"ADBI","OTC Link","12/11/2013","OTCQB","N","Common Stock","","ADB INTERNATIONAL GRP INC","N","N","USA","ADB International Group, Inc."
"ADBN","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","AMERICANA DISTR INC","N","N","USA","Americana Distribution, Inc."
"ADCC","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","","SAVENERGY HOLDINGS INC","N","N","USA","Savenergy Holdings, Inc."
"ADCF","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","ADVANCED DEFENSE TECHS","N","N","USA","Advanced Defense Technologies, Inc."
"ADCS","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADVANCED CONTENT SVCS INC","N","N","USA","Advanced Content Services, Inc."
"ADCV","Grey Market","12/11/2013","Grey Market","N","Common Stock","","AD CAPITAL US INC","N","N","Canada","AD Capital U.S., Inc."
"ADDC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADDMASTER CORP","N","N","USA","Addmaster Corp."
"ADDDF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","ADIDAS AG ORD","N","N","Germany","adidas AG"
"ADDNF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADDNODE AB ORD B","N","N","","Addnode AB"
"ADDXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADDEX PHARMS LTD ORD","N","N","","Addex Pharmaceuticals Ltd."
"ADDYY","OTC Link","12/11/2013","OTCQX International Premier","N","American Depository Receipts","","ADIDAS AG S/ADR","N","N","Germany","adidas AG"
"ADEC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ALTERNATIVE ENERGY DEV CP","N","N","USA","Alternative Energy Development Corp."
"ADENF","OTC Link","12/11/2013","OTCQB","N","Ordinary Shares","","ADIRA ENERGY LTD NEW","N","N","Canada","Adira Energy, Ltd."
"ADERY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","AIDA ENGINEERING LTD ADR","N","N","Japan","Aida Engineering Co., Ltd."
"ADEXF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","ADVANCED EXPLORATIONS INC","N","N","Canada","Advanced Explorations Inc."
"ADFJF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADF GROUP INC S/VTG","N","N","Canada","ADF Group Inc."
"ADFK","Grey Market","12/11/2013","Grey Market","N","Common Stock","","ADMIRAL FINCL CORP","N","N","USA","Admiral Financial Corp."
"ADFMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADVANCE FRONTIER MTKS FD","N","N","","Advance Frontier Markets Fund, Ltd"
"ADFS","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","","AMERICAN DEFENSE SYS INC","N","N","USA","American Defense Systems, Inc."
"ADFT","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADFITECH INC","N","N","USA","Adfitech, Inc."
"ADGBF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADVANCED DIGITAL BROADCST","N","N","","Advanced Digital Broadcast Holdings SA"
"ADGL","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","ALLDIGITAL HOLDINGS INC","N","N","USA","AllDigital Holdings, Inc."
"ADGS","OTC Link","12/11/2013","OTCQB","N","Common Stock","","ADGS ADVISORY INC","N","N","China","ADGS Advisory, Inc."
"ADGSF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ATLANTICA DEL GOLFO","N","N","","Atlantica Del Golfo"
"ADHC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","AMER DIVRSFD HLDGS CORP","N","N","USA","American Diversified Holdings Corp."
"ADHLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","APPLIED DEV HLDGS LTD ORD","N","N","China","Applied Development Holdings Ltd."
"ADHLY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","APPLIED DEV HLDGS LTD ADR","N","N","China","Applied Development Holdings Ltd."
"ADHXF","OTC Link","12/11/2013","OTCQB","N","Ordinary Shares","","ADHEREX TECHS INC","N","N","USA","Adherex Technologies Inc."
"ADIA","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADIA NUTRITION INC","N","N","USA","Adia Nutrition, Inc."
"ADIMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ASAHI DIAMOND INDL ORD","N","N","","Asahi Diamond Industrial Co., Ltd."
"ADIR","Grey Market","12/11/2013","Grey Market","N","Common Stock","","ADIRONDACK SPRINGS BEV","N","N","USA","Adirondack Springs Beverages, Inc."
"ADKIL","Grey Market","12/11/2013","Grey Market","N","Units","","ADKINS ENERGY LLC UMI","N","N","","Adkins Energy LLC"
"ADKT","OTC Link","12/11/2013","OTCQB","N","Common Stock","","ADIRONDACK TRUST SARA SPS","N","N","USA","Adirondack Trust Co. (Saratoga Springs, NY)"
"ADLI","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","AMER MEDICAL TECHS INC","N","N","USA","American Medical Technologies, Inc."
"ADLS","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADVANCED LIFE SCI HOLD","N","N","USA","Advanced Life Sciences Holdings, Inc."
"ADMA","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","ADMA BIOLOGICS INC","N","N","USA","ADMA Biologics Inc"
"ADMC","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","AMERICAS DIAMOND CORP","N","N","United Kingdom","Americas Diamond Corp."
"ADMD","OTC Link","12/11/2013","OTCQB","N","Common Stock","","ADVANCED MED ISOTOPE CORP","N","N","Australia","Advanced Medical Isotope Corp."
"ADMP","OTC Link","12/11/2013","OTCQB","N","Common Stock","","ADAMIS PHARMS CO","N","N","USA","Adamis Pharmaceuticals Corp."
"ADMRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADMIRALTY RES NL ORD","N","N","Australia","Admiralty Resources NL"
"ADMT","OTC Link","12/11/2013","OTCQB","N","Common Stock","","ADM TRONICS UNLTD INC","N","N","USA","ADM Tronics Unlimited, Inc."
"ADNY","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADINO ENERGY CORP","N","N","USA","Adino Energy Corp."
"ADOCF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADOCIA ACT","N","N","","Adocia ACT"
"ADON","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","ADONE MEDIA INC","N","N","USA","AdOne Media, Inc."
"ADOOY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","ADARO ENERGY PT UNSP/ADR","N","N","Indonesia","Adaro Energy PT"
"ADPAA","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADELPHIA RECVRY ACC-2 INT","N","N","USA","Adelphia Recovery Trust"
"ADPAB","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","ADELPHIA RECVRY ACC-2B","N","N","USA","Adelphia Recovery Trust"
"ADPAJ","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","ADELPHIA RECOVERY ARAHOVA","N","N","USA","Adelphia Recovery Trust"
"ADPAK","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","ADELPHIA RVRY FRONTIERVSN","N","N","USA","Adelphia Recovery Trust"
"ADPAL","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","ADELPHIA RECVRY ACC-6 E/F","N","N","USA","Adelphia Recovery Trust"
"ADPAN","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","ADELPHIA RVRY ACC-7","N","N","USA","Adelphia Recovery Trust"
"ADPAO","Grey Market","12/11/2013","Grey Market","N","Preferred Stock","","ADELPHIA RECVRY ACC-4 INT","N","N","USA","Adelphia Recovery Trust"
"ADPAR","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","ADELPHIA RECVRY ACC-6D","N","N","USA","Adelphia Recovery Trust"
"ADPAS","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","ADELPHIA RECVRY ACC-1 INT","N","N","USA","Adelphia Recovery Trust"
"ADPAT","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","ADELPHIA RECVRY ACC-6B","N","N","USA","Adelphia Recovery Trust"
"ADPBK","Grey Market","12/11/2013","Grey Market","N","Other Security Type","","ADELPHIA RECVRY CVV FPL","N","N","USA","Adelphia Recovery Trust"
"ADPC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ALLIED PRODS CRP","N","N","USA","Allied Products Corp."
"ADPMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","AD PEPPER MEDIA INTL NV","N","N","Germany","Ad Pepper Media International NV"
"ADPXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","AUDIO PIXELS HLDGS ORD","N","N","Australia","Audio Pixels Holdings Ltd"
"ADPXY","OTC Link","12/11/2013","OTCQX International","N","American Depository Receipts","","AUDIO PIXELS HLDGS S/ADR","N","N","Australia","Audio Pixels Holdings Ltd"
"ADREF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADLER REAL ESTATE AG ORD","N","N","","Adler Real Estate AG"
"ADRGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","AMADOR GOLD CORP","N","N","Canada","Amador Gold Corp."
"ADRN","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADARNA ENERGY CORP","N","N","USA","Adarna Energy Corp"
"ADRNF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADERANS CO LTD ORD","N","N","Japan","Aderans Co. Ltd"
"ADRZF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ANDRITZ AG GRAZ AKT","N","N","Austria","Andritz AG"
"ADRZY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","ANDRITZ AG UNSP/ADR","N","N","Austria","Andritz AG"
"ADSLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADSLOT LTD ORD","N","N","","Adslot Ltd"
"ADSO","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADS IN MOTION INC","N","N","USA","Ads In Motion, Inc."
"ADST","OTC Link","12/11/2013","OTC Pink No Information","Y","Common Stock","","ADSTAR INC","N","N","USA","AdStar, Inc."
"ADSU","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADEN SOLUTIONS INC","N","N","Canada","Aden Solutions Inc"
"ADSV","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ALLIED SEC INNOVATINS NEW","N","N","USA","Allied Security Innovations, Inc."
"ADSYQ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","AD SYSTEMS COMMUNS INC","N","N","USA","Ad Systems Communications, Inc."
"ADTAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ALDATA SOLUTIONS","N","N","","Aldata Solutions Oyj"
"ADTCQ","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADVANCED DEPOSITION TECHS","N","N","USA","Advanced Deposition Technologies, Inc."
"ADTFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADROIT RESOURCES INC ORD","N","N","Canada","Adroit Resources Inc."
"ADTR","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","","ALLIANCE DIST HLDGS INC","N","N","USA","Alliance Distributors Holdings, Inc."
"ADTTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADVANTEST CORP ORD","N","N","Japan","Advantest Corp."
"ADTY","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADTEGRITY.COM INTL  INC","N","N","USA","Adtegrity.com International, Inc."
"ADUEF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","LONESTAR RESOURCES INC","N","N","Australia","Lonestar Resources, Inc."
"ADUEY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","LONESTAR RES INC UNSP/ADR","N","N","Australia","Lonestar Resources, Inc."
"ADVA","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","ADVATECH CORP","N","N","USA","Advatech Corp."
"ADVC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADVANT-E CORP","N","N","USA","Advant-e Corp."
"ADVOF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ADVA OPTICAL NETWORKING","N","N","Germany","ADVA AG Optical Networking"
"ADVP","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","ADVANCED PIPE FITTING TEC","N","N","USA","Advanced Pipe Fitting Technologies Inc."
"ADVVF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","NATUNOLA AGRITECH INC ORD","N","N","Canada","Natunola Agritech Inc."
"ADWPF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","ANDREW PELLER LTD ORD A","N","N","Canada","Andrew Peller Ltd."
